architecture,task,parameters,step,distance,examples,accuracy,mean_rank,mean_margin,nll,elapsed_seconds
causal_fast_weight_conv,induction,262988,500,32,256,0.34375,65.1484375,-0.5445307120680809,4.544093608856201,23.200109728000825
causal_fast_weight_conv,induction,262988,500,64,256,0.125,91.09375,-1.1834475994110107,5.196418285369873,23.200109728000825
causal_fast_weight_conv,induction,262988,500,128,256,0.0234375,109.83984375,-1.5207594335079193,5.508872628211975,23.200109728000825
causal_fast_weight_conv,induction,262988,600,8,256,0.7890625,15.87109375,0.9400036931037903,3.0365805625915527,27.73159567699986
causal_fast_weight_conv,induction,262988,600,16,256,0.6015625,34.15625,0.3015275299549103,3.625021517276764,27.73159567699986
causal_fast_weight_conv,induction,262988,600,32,256,0.34765625,64.0625,-0.6083810031414032,4.407154440879822,27.73159567699986
causal_fast_weight_conv,induction,262988,600,64,256,0.12109375,90.26953125,-1.3550169467926025,5.1570106744766235,27.73159567699986
causal_fast_weight_conv,induction,262988,600,128,256,0.0234375,108.140625,-1.7500133216381073,5.518914341926575,27.73159567699986
causal_fast_weight_conv,induction,262988,700,8,256,0.796875,16.0234375,1.1325534731149673,2.7359915375709534,32.2997872670021
causal_fast_weight_conv,induction,262988,700,16,256,0.61328125,33.6484375,0.3836657181382179,3.4001410603523254,32.2997872670021
causal_fast_weight_conv,induction,262988,700,32,256,0.34765625,63.69921875,-0.6623260676860809,4.286579608917236,32.2997872670021
causal_fast_weight_conv,induction,262988,700,64,256,0.12109375,88.90625,-1.5170161128044128,5.12582266330719,32.2997872670021
causal_fast_weight_conv,induction,262988,700,128,256,0.02734375,108.1484375,-1.9709153473377228,5.537076354026794,32.2997872670021
causal_fast_weight_conv,induction,262988,800,8,256,0.78515625,15.80859375,1.2918214797973633,2.4624310731887817,37.06625194600201
causal_fast_weight_conv,induction,262988,800,16,256,0.6171875,32.5625,0.46557825058698654,3.1776891350746155,37.06625194600201
causal_fast_weight_conv,induction,262988,800,32,256,0.34765625,61.7421875,-0.7129795849323273,4.167943120002747,37.06625194600201
causal_fast_weight_conv,induction,262988,800,64,256,0.125,88.12109375,-1.6576359570026398,5.093644738197327,37.06625194600201
causal_fast_weight_conv,induction,262988,800,128,256,0.02734375,109.484375,-2.178222119808197,5.569806814193726,37.06625194600201
causal_fast_weight_conv,induction,262988,900,8,256,0.79296875,15.3984375,1.4790406823158264,2.2137577533721924,41.88195677600015
causal_fast_weight_conv,induction,262988,900,16,256,0.61328125,31.7734375,0.5731170773506165,2.9807878136634827,41.88195677600015
causal_fast_weight_conv,induction,262988,900,32,256,0.3515625,59.7421875,-0.7664016932249069,4.072526693344116,41.88195677600015
causal_fast_weight_conv,induction,262988,900,64,256,0.125,85.91015625,-1.7944814264774323,5.052809715270996,41.88195677600015
causal_fast_weight_conv,induction,262988,900,128,256,0.02734375,108.40234375,-2.3941991329193115,5.594417214393616,41.88195677600015
causal_fast_weight_conv,induction,262988,1000,8,256,0.79296875,15.1484375,1.6425819396972656,2.0193104445934296,46.665553204999014
causal_fast_weight_conv,induction,262988,1000,16,256,0.61328125,31.328125,0.6641507223248482,2.8207534551620483,46.665553204999014
causal_fast_weight_conv,induction,262988,1000,32,256,0.34375,59.03515625,-0.7953232228755951,3.9923229813575745,46.665553204999014
causal_fast_weight_conv,induction,262988,1000,64,256,0.12109375,86.5,-1.932848185300827,5.057114958763123,46.665553204999014
causal_fast_weight_conv,induction,262988,1000,128,256,0.02734375,107.9765625,-2.586911618709564,5.623561978340149,46.665553204999014
causal_fast_weight_conv,induction,262988,1100,8,256,0.79296875,15.16796875,1.8150105774402618,1.8587806820869446,51.465568604999135
causal_fast_weight_conv,induction,262988,1100,16,256,0.62109375,30.19140625,0.767501026391983,2.6815699338912964,51.465568604999135
causal_fast_weight_conv,induction,262988,1100,32,256,0.34765625,58.28125,-0.8158469647169113,3.934336543083191,51.465568604999135
causal_fast_weight_conv,induction,262988,1100,64,256,0.125,85.15625,-2.0529126822948456,5.046910285949707,51.465568604999135
causal_fast_weight_conv,induction,262988,1100,128,256,0.02734375,106.51171875,-2.731064558029175,5.637556076049805,51.465568604999135
causal_fast_weight_conv,induction,262988,1200,8,256,0.796875,14.22265625,1.956607073545456,1.7204629778862,56.286018204002175
causal_fast_weight_conv,induction,262988,1200,16,256,0.6171875,29.859375,0.843811497092247,2.593475341796875,56.286018204002175
causal_fast_weight_conv,induction,262988,1200,32,256,0.34765625,57.24609375,-0.8219766616821289,3.889044165611267,56.286018204002175
causal_fast_weight_conv,induction,262988,1200,64,256,0.13671875,84.58984375,-2.1331698894500732,5.042089581489563,56.286018204002175
causal_fast_weight_conv,induction,262988,1200,128,256,0.02734375,106.296875,-2.8876510858535767,5.680458068847656,56.286018204002175
causal_fast_weight_conv,induction,262988,1300,8,256,0.796875,13.48046875,2.106952875852585,1.6158831417560577,61.07697040399944
causal_fast_weight_conv,induction,262988,1300,16,256,0.61328125,28.42578125,0.9194748401641846,2.5160059332847595,61.07697040399944
causal_fast_weight_conv,induction,262988,1300,32,256,0.34765625,55.1953125,-0.8186330795288086,3.8478225469589233,61.07697040399944
causal_fast_weight_conv,induction,262988,1300,64,256,0.12890625,83.4609375,-2.2001052796840668,5.043885350227356,61.07697040399944
causal_fast_weight_conv,induction,262988,1300,128,256,0.02734375,105.4140625,-3.007079243659973,5.701394557952881,61.07697040399944
causal_fast_weight_conv,induction,262988,1400,8,256,0.796875,13.421875,2.208870679140091,1.542253017425537,65.87458415400033
causal_fast_weight_conv,induction,262988,1400,16,256,0.6171875,27.625,1.010252445936203,2.442950665950775,65.87458415400033
causal_fast_weight_conv,induction,262988,1400,32,256,0.3515625,53.03125,-0.794106975197792,3.7965818643569946,65.87458415400033
causal_fast_weight_conv,induction,262988,1400,64,256,0.13671875,82.1796875,-2.253480762243271,5.030797481536865,65.87458415400033
causal_fast_weight_conv,induction,262988,1400,128,256,0.02734375,103.328125,-3.077361583709717,5.7070152759552,65.87458415400033
causal_fast_weight_conv,induction,262988,1500,8,256,0.8046875,12.39453125,2.3370742201805115,1.4808054864406586,70.70401856299941
causal_fast_weight_conv,induction,262988,1500,16,256,0.6171875,25.05078125,1.1226824522018433,2.3678413033485413,70.70401856299941
causal_fast_weight_conv,induction,262988,1500,32,256,0.34765625,52.19140625,-0.7989405244588852,3.7820812463760376,70.70401856299941
causal_fast_weight_conv,induction,262988,1500,64,256,0.1328125,80.78515625,-2.288450598716736,5.018916130065918,70.70401856299941
causal_fast_weight_conv,induction,262988,1500,128,256,0.02734375,104.52734375,-3.1524451971054077,5.734932899475098,70.70401856299941
