architecture,task,parameters,step,distance,examples,accuracy,mean_rank,mean_margin,nll,elapsed_seconds
gqa,associative_recall,262848,1400,128,256,0.88671875,1.80078125,1.3577341735363007,1.735730230808258,16.680816750000304
gqa,associative_recall,262848,1500,8,256,0.984375,1.03125,2.478880226612091,0.9104695618152618,17.781334708999566
gqa,associative_recall,262848,1500,16,256,0.98828125,1.15234375,2.5219061970710754,0.8844055235385895,17.781334708999566
gqa,associative_recall,262848,1500,32,256,0.984375,1.10546875,2.4461695551872253,0.9082488864660263,17.781334708999566
gqa,associative_recall,262848,1500,64,256,0.95703125,1.30859375,2.266144096851349,1.0537246465682983,17.781334708999566
gqa,associative_recall,262848,1500,128,256,0.83203125,3.74609375,1.252891480922699,1.7349114120006561,17.781334708999566
gqa,induction,262848,1,8,256,0.0078125,126.46875,-1.1441194415092468,5.552492260932922,0.12151166700095928
gqa,induction,262848,1,16,256,0.0,124.31640625,-1.1932244300842285,5.555628776550293,0.12151166700095928
gqa,induction,262848,1,32,256,0.0,138.96875,-1.26463183760643,5.588570237159729,0.12151166700095928
gqa,induction,262848,1,64,256,0.0,132.46875,-1.2436689138412476,5.572633504867554,0.12151166700095928
gqa,induction,262848,1,128,256,0.0,121.94921875,-1.2405954003334045,5.5563132762908936,0.12151166700095928
gqa,induction,262848,100,8,256,0.0234375,70.80859375,-0.5455342680215836,5.381612062454224,1.2110350420007308
gqa,induction,262848,100,16,256,0.01953125,65.96484375,-0.5307420715689659,5.369783997535706,1.2110350420007308
gqa,induction,262848,100,32,256,0.00390625,75.73828125,-0.5841588377952576,5.404361724853516,1.2110350420007308
gqa,induction,262848,100,64,256,0.00390625,79.1875,-0.5826113969087601,5.409278154373169,1.2110350420007308
gqa,induction,262848,100,128,256,0.0,77.2890625,-0.5755714774131775,5.406304955482483,1.2110350420007308
gqa,induction,262848,200,8,256,0.0390625,57.83984375,-0.5394965708255768,5.291346311569214,2.299546834001376
gqa,induction,262848,200,16,256,0.02734375,54.19921875,-0.5217502489686012,5.277050852775574,2.299546834001376
gqa,induction,262848,200,32,256,0.03125,59.58203125,-0.5514950752258301,5.300752878189087,2.299546834001376
gqa,induction,262848,200,64,256,0.0078125,67.80078125,-0.5696522146463394,5.335147380828857,2.299546834001376
gqa,induction,262848,200,128,256,0.01171875,70.1328125,-0.5694682747125626,5.341954231262207,2.299546834001376
gqa,induction,262848,300,8,256,0.04296875,44.99609375,-0.5444189310073853,5.1865071058273315,3.2968377500001225
gqa,induction,262848,300,16,256,0.0390625,48.34765625,-0.5600158646702766,5.200331211090088,3.2968377500001225
gqa,induction,262848,300,32,256,0.015625,53.625,-0.5966893881559372,5.234819650650024,3.2968377500001225
gqa,induction,262848,300,64,256,0.01953125,61.22265625,-0.6243601739406586,5.27781081199646,3.2968377500001225
gqa,induction,262848,300,128,256,0.0234375,65.00390625,-0.6139929741621017,5.284055471420288,3.2968377500001225
gqa,induction,262848,400,8,256,0.05859375,37.0625,-0.557891920208931,5.074017286300659,4.298833917000593
gqa,induction,262848,400,16,256,0.04296875,44.9453125,-0.6067998856306076,5.1312994956970215,4.298833917000593
gqa,induction,262848,400,32,256,0.05078125,44.5234375,-0.6128553599119186,5.138310432434082,4.298833917000593
gqa,induction,262848,400,64,256,0.015625,55.26953125,-0.6674113273620605,5.218352317810059,4.298833917000593
gqa,induction,262848,400,128,256,0.0390625,60.91015625,-0.6773915141820908,5.233402729034424,4.298833917000593
gqa,induction,262848,500,8,256,0.09375,27.8984375,-0.5161160826683044,4.917666912078857,5.273594500000399
gqa,induction,262848,500,16,256,0.03125,46.58203125,-0.6893716007471085,5.096742153167725,5.273594500000399
gqa,induction,262848,500,32,256,0.10546875,25.375,-0.5123954266309738,4.912478566169739,5.273594500000399
gqa,induction,262848,500,64,256,0.0078125,55.54296875,-0.7405206710100174,5.182419776916504,5.273594500000399
gqa,induction,262848,500,128,256,0.015625,66.08984375,-0.7738794833421707,5.246889114379883,5.273594500000399
gqa,induction,262848,600,8,256,0.578125,2.3671875,0.0717911166138947,4.221548438072205,6.253832375001366
gqa,induction,262848,600,16,256,0.046875,44.56640625,-0.7791093289852142,5.038772106170654,6.253832375001366
gqa,induction,262848,600,32,256,0.546875,2.66796875,0.07335538882762194,4.202874422073364,6.253832375001366
gqa,induction,262848,600,64,256,0.03515625,59.75,-0.7871584296226501,5.159027099609375,6.253832375001366
gqa,induction,262848,600,128,256,0.01171875,84.17578125,-0.9624707698822021,5.332797050476074,6.253832375001366
gqa,induction,262848,700,8,256,0.93359375,1.09765625,0.49056389182806015,3.6082661747932434,7.2438685420002
gqa,induction,262848,700,16,256,0.2109375,18.6328125,-0.46932588517665863,4.5488022565841675,7.2438685420002
gqa,induction,262848,700,32,256,0.91015625,1.15234375,0.47729890793561935,3.594836175441742,7.2438685420002
gqa,induction,262848,700,64,256,0.12890625,36.8984375,-0.6759897768497467,4.78974449634552,7.2438685420002
gqa,induction,262848,700,128,256,0.015625,87.24609375,-1.2362100183963776,5.357780575752258,7.2438685420002
gqa,induction,262848,800,8,256,0.984375,1.015625,0.7882335036993027,3.0642606616020203,8.230696750000789
gqa,induction,262848,800,16,256,0.61328125,4.2890625,0.07650037109851837,3.747510075569153,8.230696750000789
gqa,induction,262848,800,32,256,0.98046875,1.01953125,0.7988182008266449,3.0316690802574158,8.230696750000789
gqa,induction,262848,800,64,256,0.38671875,10.28125,-0.2311950996518135,4.0447200536727905,8.230696750000789
gqa,induction,262848,800,128,256,0.015625,79.33203125,-1.5212766826152802,5.312032341957092,8.230696750000789
gqa,induction,262848,900,8,256,0.99609375,1.00390625,1.1523274183273315,2.4972338676452637,9.219806042001437
gqa,induction,262848,900,16,256,0.90234375,1.48046875,0.7321812659502029,2.882323384284973,9.219806042001437
gqa,induction,262848,900,32,256,0.99609375,1.00390625,1.1540719866752625,2.483890414237976,9.219806042001437
gqa,induction,262848,900,64,256,0.45703125,17.84765625,-0.320539191365242,3.9196499586105347,9.219806042001437
gqa,induction,262848,900,128,256,0.03515625,72.078125,-1.5512453019618988,5.187477350234985,9.219806042001437
gqa,induction,262848,1000,8,256,1.0,1.0,1.5350630581378937,1.9761692881584167,10.196945125000639
gqa,induction,262848,1000,16,256,0.95703125,2.515625,1.1104940176010132,2.321228861808777,10.196945125000639
gqa,induction,262848,1000,32,256,0.99609375,1.00390625,1.5472569167613983,1.9555713534355164,10.196945125000639
gqa,induction,262848,1000,64,256,0.234375,29.32421875,-0.8298859298229218,4.249515414237976,10.196945125000639
gqa,induction,262848,1000,128,256,0.0234375,83.55859375,-1.6951009035110474,5.347176671028137,10.196945125000639
gqa,induction,262848,1100,8,256,0.99609375,1.01171875,1.9943923354148865,1.4563822448253632,11.193283917000372
gqa,induction,262848,1100,16,256,0.98828125,1.53515625,1.7277915179729462,1.6409651935100555,11.193283917000372
gqa,induction,262848,1100,32,256,0.99609375,1.63671875,2.0210762917995453,1.4400966465473175,11.193283917000372
gqa,induction,262848,1100,64,256,0.21484375,30.76953125,-1.0218570530414581,4.207868814468384,11.193283917000372
gqa,induction,262848,1100,128,256,0.0078125,95.80859375,-2.008772164583206,5.581199765205383,11.193283917000372
gqa,induction,262848,1200,8,256,1.0,1.0,2.5147253274917603,0.9901086986064911,12.220552333999876
gqa,induction,262848,1200,16,256,1.0,1.0,2.23855197429657,1.1336245238780975,12.220552333999876
gqa,induction,262848,1200,32,256,1.0,1.0,2.5518070459365845,0.9763397127389908,12.220552333999876
gqa,induction,262848,1200,64,256,0.203125,37.88671875,-1.3477260768413544,4.31450080871582,12.220552333999876
gqa,induction,262848,1200,128,256,0.01953125,93.31640625,-2.274717330932617,5.663931488990784,12.220552333999876
gqa,induction,262848,1300,8,256,0.98828125,1.16796875,2.994196057319641,0.677946001291275,13.230081458999848
gqa,induction,262848,1300,16,256,0.9921875,1.3359375,2.6554569005966187,0.8090855777263641,13.230081458999848
gqa,induction,262848,1300,32,256,0.9921875,1.046875,3.0509807467460632,0.6434536278247833,13.230081458999848
gqa,induction,262848,1300,64,256,0.1328125,49.46484375,-1.8899067044258118,4.5749733448028564,13.230081458999848
gqa,induction,262848,1300,128,256,0.01171875,100.0546875,-2.434232771396637,5.761911869049072,13.230081458999848
gqa,induction,262848,1400,8,256,1.0,1.0,3.624264717102051,0.3832622915506363,14.225666084001205
gqa,induction,262848,1400,16,256,0.9921875,1.33203125,3.2666167616844177,0.48580368608236313,14.225666084001205
gqa,induction,262848,1400,32,256,1.0,1.0,3.6485231518745422,0.374687135219574,14.225666084001205
gqa,induction,262848,1400,64,256,0.12109375,49.00390625,-2.1145744025707245,4.501784801483154,14.225666084001205
gqa,induction,262848,1400,128,256,0.01953125,100.29296875,-2.7080525159835815,5.8927857875823975,14.225666084001205
gqa,induction,262848,1500,8,256,1.0,1.0,4.08573579788208,0.24356240406632423,15.220933167000112
gqa,induction,262848,1500,16,256,1.0,1.0,3.7473965883255005,0.29998844116926193,15.220933167000112
gqa,induction,262848,1500,32,256,1.0,1.0,4.11108660697937,0.23600469902157784,15.220933167000112
gqa,induction,262848,1500,64,256,0.17578125,45.7734375,-2.001475065946579,4.356276512145996,15.220933167000112
gqa,induction,262848,1500,128,256,0.0234375,89.64453125,-2.5658193826675415,5.666252374649048,15.220933167000112
causal_conv,associative_recall,263744,1,8,256,0.0,128.5234375,-1.2711272537708282,5.565582036972046,0.2527772079993156
causal_conv,associative_recall,263744,1,16,256,0.0,136.4921875,-1.2885674238204956,5.5868000984191895,0.2527772079993156
causal_conv,associative_recall,263744,1,32,256,0.0,132.6640625,-1.2796813249588013,5.573277831077576,0.2527772079993156
causal_conv,associative_recall,263744,1,64,256,0.0,126.03125,-1.2684206068515778,5.562095522880554,0.2527772079993156
causal_conv,associative_recall,263744,1,128,256,0.0,136.76953125,-1.276419073343277,5.579525947570801,0.2527772079993156
causal_conv,associative_recall,263744,100,8,256,0.0,121.6953125,-1.1295143961906433,5.541380882263184,0.9079065829992032
causal_conv,associative_recall,263744,100,16,256,0.0,128.07421875,-1.1402204632759094,5.5589728355407715,0.9079065829992032
causal_conv,associative_recall,263744,100,32,256,0.0,121.1640625,-1.1243931949138641,5.540228724479675,0.9079065829992032
causal_conv,associative_recall,263744,100,64,256,0.0,117.17578125,-1.112364649772644,5.531655192375183,0.9079065829992032
causal_conv,associative_recall,263744,100,128,256,0.0,125.8984375,-1.1237214803695679,5.549060344696045,0.9079065829992032
causal_conv,associative_recall,263744,200,8,256,0.0,122.02734375,-0.43930085003376007,5.498488903045654,1.50789495799836
causal_conv,associative_recall,263744,200,16,256,0.0,118.5625,-0.4315299093723297,5.49221396446228,1.50789495799836
causal_conv,associative_recall,263744,200,32,256,0.00390625,117.140625,-0.4336797967553139,5.489668250083923,1.50789495799836
causal_conv,associative_recall,263744,200,64,256,0.00390625,122.51171875,-0.4445664882659912,5.502338886260986,1.50789495799836
causal_conv,associative_recall,263744,200,128,256,0.0078125,125.17578125,-0.4492820203304291,5.507501244544983,1.50789495799836
causal_conv,associative_recall,263744,300,8,256,0.00390625,123.80078125,-0.36684565991163254,5.495348691940308,2.1060126249994937
causal_conv,associative_recall,263744,300,16,256,0.00390625,117.26171875,-0.3579404652118683,5.487270832061768,2.1060126249994937
causal_conv,associative_recall,263744,300,32,256,0.0,118.36328125,-0.363649845123291,5.4909747838974,2.1060126249994937
causal_conv,associative_recall,263744,300,64,256,0.00390625,120.45703125,-0.36374852806329727,5.494374752044678,2.1060126249994937
causal_conv,associative_recall,263744,300,128,256,0.00390625,116.57421875,-0.35434799641370773,5.484729290008545,2.1060126249994937
causal_conv,associative_recall,263744,400,8,256,0.0,121.30078125,-0.36895187944173813,5.494357347488403,2.6773404169998685
causal_conv,associative_recall,263744,400,16,256,0.00390625,118.34765625,-0.3641025125980377,5.489152908325195,2.6773404169998685
causal_conv,associative_recall,263744,400,32,256,0.00390625,115.625,-0.3606147840619087,5.484218120574951,2.6773404169998685
causal_conv,associative_recall,263744,400,64,256,0.01171875,116.375,-0.3591962084174156,5.483013153076172,2.6773404169998685
causal_conv,associative_recall,263744,400,128,256,0.0,126.48046875,-0.37776000052690506,5.5037922859191895,2.6773404169998685
causal_conv,associative_recall,263744,500,8,256,0.00390625,127.78515625,-0.3973497003316879,5.509592175483704,3.248836416998529
causal_conv,associative_recall,263744,500,16,256,0.0,116.99609375,-0.3718690052628517,5.4837024211883545,3.248836416998529
causal_conv,associative_recall,263744,500,32,256,0.0,117.83203125,-0.3747060298919678,5.487008213996887,3.248836416998529
causal_conv,associative_recall,263744,500,64,256,0.01171875,120.8125,-0.37791822850704193,5.490826487541199,3.248836416998529
causal_conv,associative_recall,263744,500,128,256,0.00390625,124.48046875,-0.38545771688222885,5.496997952461243,3.248836416998529
causal_conv,associative_recall,263744,600,8,256,0.00390625,114.84765625,-0.3610329180955887,5.477847099304199,3.821277041999565
causal_conv,associative_recall,263744,600,16,256,0.00390625,124.3515625,-0.38244567066431046,5.498018383979797,3.821277041999565
causal_conv,associative_recall,263744,600,32,256,0.01171875,116.73828125,-0.364857941865921,5.4818278551101685,3.821277041999565
causal_conv,associative_recall,263744,600,64,256,0.00390625,119.53515625,-0.37053247541189194,5.487408995628357,3.821277041999565
causal_conv,associative_recall,263744,600,128,256,0.00390625,123.9296875,-0.3808317482471466,5.497552394866943,3.821277041999565
causal_conv,associative_recall,263744,700,8,256,0.0,113.87890625,-0.5265664905309677,5.476276874542236,4.3912661249996745
causal_conv,associative_recall,263744,700,16,256,0.0,123.30078125,-0.5475639700889587,5.498329997062683,4.3912661249996745
causal_conv,associative_recall,263744,700,32,256,0.00390625,116.24609375,-0.5342890620231628,5.483853816986084,4.3912661249996745
causal_conv,associative_recall,263744,700,64,256,0.00390625,117.64453125,-0.5334899723529816,5.48421323299408,4.3912661249996745
causal_conv,associative_recall,263744,700,128,256,0.01171875,121.39453125,-0.5397510975599289,5.490865707397461,4.3912661249996745
causal_conv,associative_recall,263744,800,8,256,0.01171875,122.65234375,-0.3278420642018318,5.489806532859802,4.962214874998608
causal_conv,associative_recall,263744,800,16,256,0.0,116.94921875,-0.32493089884519577,5.486441135406494,4.962214874998608
causal_conv,associative_recall,263744,800,32,256,0.00390625,116.65625,-0.3226754367351532,5.484058737754822,4.962214874998608
causal_conv,associative_recall,263744,800,64,256,0.0,115.046875,-0.3195730075240135,5.480769157409668,4.962214874998608
causal_conv,associative_recall,263744,800,128,256,0.0,118.66796875,-0.32572268694639206,5.485718607902527,4.962214874998608
causal_conv,associative_recall,263744,900,8,256,0.01171875,121.85546875,-0.3008607551455498,5.489000916481018,5.550809582999136
causal_conv,associative_recall,263744,900,16,256,0.0,112.796875,-0.2888520285487175,5.477040648460388,5.550809582999136
causal_conv,associative_recall,263744,900,32,256,0.0,123.08984375,-0.3056328743696213,5.493233799934387,5.550809582999136
causal_conv,associative_recall,263744,900,64,256,0.0,114.95703125,-0.29126010835170746,5.478602290153503,5.550809582999136
causal_conv,associative_recall,263744,900,128,256,0.0,119.35546875,-0.2988656088709831,5.485805034637451,5.550809582999136
causal_conv,associative_recall,263744,1000,8,256,0.00390625,127.0625,-0.34253085404634476,5.500641345977783,6.143862916998842
causal_conv,associative_recall,263744,1000,16,256,0.00390625,114.2265625,-0.3183034136891365,5.477160453796387,6.143862916998842
causal_conv,associative_recall,263744,1000,32,256,0.00390625,122.984375,-0.3374972939491272,5.496366024017334,6.143862916998842
causal_conv,associative_recall,263744,1000,64,256,0.0,116.90625,-0.32368386536836624,5.4819536209106445,6.143862916998842
causal_conv,associative_recall,263744,1000,128,256,0.00390625,121.6171875,-0.33240681886672974,5.491899609565735,6.143862916998842
causal_conv,associative_recall,263744,1100,8,256,0.0,125.18359375,-0.30076756328344345,5.49467408657074,6.759860791999017
causal_conv,associative_recall,263744,1100,16,256,0.00390625,111.9296875,-0.2801164835691452,5.4732325077056885,6.759860791999017
causal_conv,associative_recall,263744,1100,32,256,0.0078125,117.4453125,-0.2886762171983719,5.481890439987183,6.759860791999017
causal_conv,associative_recall,263744,1100,64,256,0.01171875,118.6328125,-0.2909120097756386,5.484706163406372,6.759860791999017
causal_conv,associative_recall,263744,1100,128,256,0.00390625,119.3125,-0.2942121624946594,5.487876057624817,6.759860791999017
causal_conv,associative_recall,263744,1200,8,256,0.00390625,120.15625,-0.30599115043878555,5.488640666007996,7.366402541998468
causal_conv,associative_recall,263744,1200,16,256,0.0,117.62109375,-0.30414995551109314,5.485591530799866,7.366402541998468
causal_conv,associative_recall,263744,1200,32,256,0.00390625,122.16015625,-0.3073214739561081,5.489114284515381,7.366402541998468
causal_conv,associative_recall,263744,1200,64,256,0.00390625,121.796875,-0.30875352025032043,5.490377426147461,7.366402541998468
causal_conv,associative_recall,263744,1200,128,256,0.00390625,121.09765625,-0.30655308067798615,5.488298058509827,7.366402541998468
causal_conv,associative_recall,263744,1300,8,256,0.0,118.00390625,-0.27299002557992935,5.484222888946533,7.977451457998541
causal_conv,associative_recall,263744,1300,16,256,0.00390625,124.4609375,-0.2806680500507355,5.491754651069641,7.977451457998541
causal_conv,associative_recall,263744,1300,32,256,0.00390625,123.33203125,-0.2815171033143997,5.492287516593933,7.977451457998541
causal_conv,associative_recall,263744,1300,64,256,0.00390625,116.45703125,-0.2698654681444168,5.480933904647827,7.977451457998541
causal_conv,associative_recall,263744,1300,128,256,0.00390625,126.88671875,-0.28748953342437744,5.497785210609436,7.977451457998541
causal_conv,associative_recall,263744,1400,8,256,0.00390625,128.5234375,-0.2966871112585068,5.500645637512207,8.612409416999071
causal_conv,associative_recall,263744,1400,16,256,0.0,119.0,-0.2832080125808716,5.4867939949035645,8.612409416999071
causal_conv,associative_recall,263744,1400,32,256,0.00390625,122.7890625,-0.2868347838521004,5.4906076192855835,8.612409416999071
causal_conv,associative_recall,263744,1400,64,256,0.00390625,115.34765625,-0.2761577293276787,5.479842185974121,8.612409416999071
causal_conv,associative_recall,263744,1400,128,256,0.01171875,124.1484375,-0.2880953475832939,5.491449236869812,8.612409416999071
causal_conv,associative_recall,263744,1500,8,256,0.0,127.75,-0.251543864607811,5.497815370559692,9.212411916998462
causal_conv,associative_recall,263744,1500,16,256,0.00390625,122.19921875,-0.24606627970933914,5.491641283035278,9.212411916998462
causal_conv,associative_recall,263744,1500,32,256,0.0,124.44140625,-0.2456882856786251,5.4919774532318115,9.212411916998462
causal_conv,associative_recall,263744,1500,64,256,0.0078125,122.5625,-0.2412250153720379,5.4869608879089355,9.212411916998462
causal_conv,associative_recall,263744,1500,128,256,0.01171875,119.2265625,-0.23715515807271004,5.483482480049133,9.212411916998462
causal_conv,induction,263744,1,8,256,0.0078125,123.70703125,-1.2356228232383728,5.551460385322571,0.06170400000155496
causal_conv,induction,263744,1,16,256,0.0,129.1484375,-1.2631542682647705,5.571446180343628,0.06170400000155496
causal_conv,induction,263744,1,32,256,0.0,133.71484375,-1.279837280511856,5.578100085258484,0.06170400000155496
causal_conv,induction,263744,1,64,256,0.0,126.40234375,-1.2596484422683716,5.55965256690979,0.06170400000155496
causal_conv,induction,263744,1,128,256,0.0,122.87109375,-1.2545699179172516,5.559622168540955,0.06170400000155496
causal_conv,induction,263744,100,8,256,0.0078125,116.28125,-1.1149809956550598,5.528818368911743,0.6519141670014506
causal_conv,induction,263744,100,16,256,0.0,124.2265625,-1.1432976424694061,5.552518606185913,0.6519141670014506
